2023-04-01 11:22:49,015: 'h'
2023-04-01 11:22:49,375: 'i'
2023-04-01 11:22:50,581: Key.backspace
2023-04-01 11:22:50,853: Key.backspace
2023-04-01 11:22:51,070: Key.backspace
2023-04-01 11:23:02,259: 'w'
2023-04-01 11:23:02,482: 'a'
2023-04-01 11:23:02,769: 's'
2023-04-01 11:23:02,927: 's'
2023-04-01 11:23:03,241: 'u'
2023-04-01 11:23:03,744: 'p'
2023-04-01 11:23:03,912: Key.space
2023-04-01 11:23:04,426: Key.enter
2023-04-01 11:45:18,911: Key.backspace
2023-04-01 11:45:19,174: Key.backspace
2023-04-01 11:45:19,467: Key.backspace
2023-04-01 11:45:20,610: Key.space
2023-04-01 11:45:22,832: <97>
2023-04-01 11:45:23,145: <96>
2023-04-01 11:45:23,434: <96>
2023-04-01 11:45:41,289: 'c'
2023-04-01 11:45:41,576: 'h'
2023-04-01 11:45:41,849: 'a'
2023-04-01 11:45:42,362: 't'
2023-04-01 11:45:43,078: 'g'
2023-04-01 11:45:43,481: 'p'
2023-04-01 11:45:43,725: 't'
2023-04-01 11:45:43,985: Key.enter
2023-04-01 11:46:41,025: 'k'
2023-04-01 11:46:41,194: 'e'
2023-04-01 11:46:41,408: 'y'
2023-04-01 11:46:41,908: 'l'
2023-04-01 11:46:42,203: 'o'
2023-04-01 11:46:42,644: 'g'
2023-04-01 11:46:42,811: 'g'
2023-04-01 11:46:43,041: 'e'
2023-04-01 11:46:43,274: 'r'
2023-04-01 11:46:43,508: Key.space
2023-04-01 11:46:43,772: 'c'
2023-04-01 11:46:43,960: 'o'
2023-04-01 11:46:44,174: 'd'
2023-04-01 11:46:44,408: 'e'
2023-04-01 11:46:44,567: Key.space
2023-04-01 11:46:45,299: 'w'
2023-04-01 11:46:45,567: 'i'
2023-04-01 11:46:46,072: 't'
2023-04-01 11:46:46,290: 'h'
2023-04-01 11:46:46,600: Key.space
2023-04-01 11:46:47,418: Key.backspace
2023-04-01 11:46:47,656: Key.backspace
2023-04-01 11:46:47,700: Key.backspace
2023-04-01 11:46:47,729: Key.backspace
2023-04-01 11:46:47,759: Key.backspace
2023-04-01 11:46:47,789: Key.backspace
2023-04-01 11:46:48,299: Key.space
2023-04-01 11:46:48,681: 'u'
2023-04-01 11:46:48,921: 's'
2023-04-01 11:46:49,233: 'i'
2023-04-01 11:46:49,538: 'n'
2023-04-01 11:46:49,881: 'g'
2023-04-01 11:46:50,043: Key.space
2023-04-01 11:46:50,555: 'p'
2023-04-01 11:46:50,932: 'y'
2023-04-01 11:46:51,190: 't'
2023-04-01 11:46:51,345: 'h'
2023-04-01 11:46:51,620: 'o'
2023-04-01 11:46:51,905: 'n'
2023-04-01 11:46:52,139: Key.space
2023-04-01 11:46:53,031: Key.left
2023-04-01 11:46:53,290: Key.left
2023-04-01 11:46:53,321: Key.left
2023-04-01 11:46:53,351: Key.left
2023-04-01 11:46:53,382: Key.left
2023-04-01 11:46:53,400: Key.left
2023-04-01 11:46:53,442: Key.left
2023-04-01 11:46:53,473: Key.left
2023-04-01 11:46:53,503: Key.left
2023-04-01 11:46:53,537: Key.left
2023-04-01 11:46:53,550: Key.left
2023-04-01 11:46:53,594: Key.left
2023-04-01 11:46:53,623: Key.left
2023-04-01 11:46:53,655: Key.left
2023-04-01 11:46:53,684: Key.left
2023-04-01 11:46:53,716: Key.left
2023-04-01 11:46:53,745: Key.left
2023-04-01 11:46:53,775: Key.left
2023-04-01 11:46:53,806: Key.left
2023-04-01 11:46:53,839: Key.left
2023-04-01 11:46:53,867: Key.left
2023-04-01 11:46:53,900: Key.left
2023-04-01 11:46:53,917: Key.left
2023-04-01 11:46:53,959: Key.left
2023-04-01 11:46:53,988: Key.left
2023-04-01 11:46:54,019: Key.left
2023-04-01 11:46:54,049: Key.left
2023-04-01 11:46:54,067: Key.left
2023-04-01 11:46:54,110: Key.left
2023-04-01 11:46:54,132: Key.left
2023-04-01 11:46:54,163: Key.left
2023-04-01 11:46:54,195: Key.left
2023-04-01 11:46:54,226: Key.left
2023-04-01 11:46:54,258: Key.left
2023-04-01 11:46:54,289: Key.left
2023-04-01 11:46:54,746: 'a'
2023-04-01 11:46:55,005: 'd'
2023-04-01 11:46:55,590: 'v'
2023-04-01 11:46:55,744: 'a'
2023-04-01 11:46:56,020: 'n'
2023-04-01 11:46:56,287: 'c'
2023-04-01 11:46:56,594: 'd'
2023-04-01 11:46:56,773: Key.space
2023-04-01 11:46:58,088: Key.backspace
2023-04-01 11:46:58,654: Key.backspace
